AgencyName,Murder,Rape,Robbery,Assault,Burglary,Larceny,Auto Theft,Total,Population,Year,County
WILLACY CO SO,0,10,5,37,46,102,3,203,8070,2016,Willacy County
THRALL PD (NR),0,3,0,3,1,7,0,14,936,2016,Williamson County
CEDAR PARK PD,0,41,17,57,152,777,35,1079,69051,2016,Williamson County
HUTTO PD,0,3,2,13,28,142,8,196,24160,2016,Williamson County
SOUTHWESTERN UNIV PD,0,0,0,0,1,23,0,24,0,2016,Williamson County
GEORGETOWN PD,0,25,11,52,124,551,39,802,67436,2016,Williamson County
TAYLOR PD,0,3,5,24,100,310,21,463,16979,2016,Williamson County
GRANGER PD,0,0,0,1,1,15,0,17,1536,2016,Williamson County
WILLIAMSON CO SO,1,44,15,115,308,956,102,1541,125096,2016,Williamson County
JARRELL PD,0,0,0,0,3,10,1,14,1209,2016,Williamson County
ROUND ROCK PD,0,31,44,98,303,2270,80,2826,119308,2016,Williamson County
LEANDER PD,0,19,4,23,57,377,21,501,40650,2016,Williamson County
FLORENCE PD,0,0,0,0,1,1,1,3,1249,2016,Williamson County
LA VERNIA PD,0,0,1,2,5,19,1,28,1312,2016,Wilson County
WILSON CO SO,1,1,1,26,79,111,30,249,37280,2016,Wilson County
FLORESVILLE ISD PD,0,0,0,1,2,4,3,10,0,2016,Wilson County
POTH PD (NR),0,0,0,1,7,6,0,14,2220,2016,Wilson County
FLORESVILLE PD,0,4,3,18,19,210,20,274,7499,2016,Wilson County
KERMIT PD,0,0,1,1,13,21,2,38,6596,2016,Winkler County
WINK PD,0,0,0,0,1,8,1,10,1087,2016,Winkler County
WINKLER CO SO,0,0,0,2,11,21,5,39,497,2016,Winkler County
DECATUR PD,0,1,1,11,13,264,15,305,6621,2016,Wise County
BRIDGEPORT PD,0,2,0,13,18,60,1,94,6466,2016,Wise County
WISE CO SO,1,10,2,61,88,147,38,347,47681,2016,Wise County
RUNAWAY BAY PD,0,1,0,0,0,2,0,3,1433,2016,Wise County
BOYD PD,0,1,0,6,10,4,0,21,1362,2016,Wise County
WINNSBORO PD,0,2,1,9,18,50,2,82,3354,2016,Wood County
HAWKINS PD,0,0,0,0,4,5,0,9,1296,2016,Wood County
QUITMAN PD,0,1,1,5,12,23,2,44,1830,2016,Wood County
MINEOLA PD,0,3,0,6,19,83,5,116,4649,2016,Wood County
WOOD CO SO,1,15,2,24,143,129,26,340,33079,2016,Wood County
DENVER CITY PD,0,3,0,4,17,48,3,75,4949,2016,Yoakum County
YOAKUM CO SO,0,1,0,9,14,22,4,50,3719,2016,Yoakum County
OLNEY PD,0,0,2,0,20,31,3,56,3159,2016,Young County
GRAHAM PD,0,3,2,14,24,99,7,149,8857,2016,Young County
YOUNG CO SO,0,0,0,5,19,28,2,54,6146,2016,Young County
CRYSTAL CITY PD (NR),0,0,2,15,36,35,1,89,7566,2016,Zavala County
ZAVALA CO SO,0,2,0,16,31,57,4,110,4740,2016,Zavala County
ANDERSON CO SO,0,7,4,37,167,202,30,447,38054,2017,Anderson County
FRANKSTON PD,0,2,0,5,5,33,2,47,1199,2017,Anderson County
PALESTINE PD,2,16,16,111,106,301,32,584,18316,2017,Anderson County
ANDREWS CO SO,0,0,0,13,30,53,9,105,4253,2017,Andrews County
ANDREWS PD,0,8,1,41,27,132,16,225,14032,2017,Andrews County
ANGELINA CO SO,2,21,5,65,171,377,71,712,39217,2017,Angelina County
LUFKIN PD,4,0,33,105,264,1206,83,1695,36329,2017,Angelina County
HUDSON PD (NR),0,1,0,7,11,3,1,23,4831,2017,Angelina County
HUNTINGTON PD,0,3,0,3,21,27,3,57,2105,2017,Angelina County
DIBOLL PD,0,0,0,0,8,50,3,61,5363,2017,Angelina County
ROCKPORT PD,0,5,0,16,115,291,24,451,10870,2017,Aransas County
ARANSAS CO SO,1,13,2,52,105,189,12,374,12847,2017,Aransas County
FULTON PD (NR),0,0,0,0,18,9,3,30,1616,2017,Aransas County
ARANSAS PASS PD,0,1,4,48,115,290,23,481,8431,2017,Aransas County
ARCHER CO SO (NR),0,0,0,10,3,14,2,29,5207,2017,Archer County
ARMSTRONG CO SO,0,0,1,4,9,10,5,29,1870,2017,Armstrong County
PLEASANTON PD,0,13,5,21,71,311,29,450,10563,2017,Atascosa County
LYTLE PD,0,4,3,11,8,74,6,106,2967,2017,Atascosa County
JOURDANTON PD,0,0,1,2,0,3,0,6,4404,2017,Atascosa County
ATASCOSA CO SO,0,1,6,70,150,235,56,518,28596,2017,Atascosa County
POTEET PD,0,1,1,7,28,71,13,121,3476,2017,Atascosa County
BELLVILLE PD,0,8,0,5,16,43,0,72,4304,2017,Austin County
SEALY ISD PD,0,0,0,0,1,3,1,5,0,2017,Austin County
AUSTIN CO SO,0,3,1,9,45,64,29,151,17798,2017,Austin County
WALLIS PD,0,0,0,2,1,4,0,7,1306,2017,Austin County
SEALY PD,0,0,4,18,35,69,15,141,6555,2017,Austin County
MULESHOE PD,0,0,0,6,12,34,4,56,5160,2017,Bailey County
BAILEY CO SO,0,0,1,1,19,19,2,42,2019,2017,Bailey County
BANDERA CO SO,0,16,1,14,117,136,26,310,21966,2017,Bandera County
SMITHVILLE PD,0,0,2,7,16,55,2,82,4288,2017,Bastrop County
BASTROP ISD PD,0,0,0,1,0,13,0,14,0,2017,Bastrop County
BASTROP PD,0,4,9,38,38,358,23,470,8755,2017,Bastrop County
BASTROP CO SO,2,33,22,121,235,421,70,904,62573,2017,Bastrop County
ELGIN PD,0,0,6,11,30,104,11,162,9537,2017,Bastrop County
BAYLOR CO SO,0,0,0,0,4,4,2,10,973,2017,Baylor County
SEYMOUR PD,0,0,1,12,6,13,2,34,2717,2017,Baylor County
BEE CO SO,0,1,3,38,75,139,18,274,19545,2017,Bee County
BEEVILLE PD,1,1,0,31,90,203,8,334,13317,2017,Bee County
MORGAN'S POINT RESORT PD,0,0,0,3,1,0,0,4,4306,2017,Bell County
SALADO PD,0,0,0,2,6,13,4,25,2160,2017,Bell County
TEMPLE PD,5,67,65,104,407,1500,240,2388,74794,2017,Bell County
BELL CO SO,0,35,2,33,243,472,62,847,57947,2017,Bell County
BELTON PD,1,5,11,18,102,447,4,588,21310,2017,Bell County
KILLEEN ISD PD,0,2,1,1,9,41,1,55,0,2017,Bell County
HARKER HEIGHTS PD,5,23,24,26,130,852,52,1112,30252,2017,Bell County
TX A&M UNIV: CENTRAL TEXAS PD (NR),0,0,0,0,0,2,0,2,0,2017,Bell County
KILLEEN PD,18,151,313,636,1140,2403,566,5227,145912,2017,Bell County
NOLANVILLE PD,1,2,1,5,17,40,3,69,5072,2017,Bell County
CENTRAL TEXAS COLLEGE PD,0,0,0,1,1,13,0,15,0,2017,Bell County
TROY PD (NR),0,0,0,1,9,19,1,30,1963,2017,Bell County
BALCONES HEIGHTS PD,0,2,12,27,36,381,42,500,3386,2017,Bexar County
BEXAR CO SO,11,153,121,335,1254,4211,520,6605,295613,2017,Bexar County
KIRBY PD,1,3,16,17,55,178,42,312,8746,2017,Bexar County
SELMA PD,0,2,10,9,35,266,27,349,11117,2017,Bexar County
SAN ANTONIO PD,124,1270,2298,7067,11722,55090,6864,84435,1520712,2017,Bexar County
ST MARY'S UNIV PD,0,2,1,4,4,30,0,41,0,2017,Bexar County
TERRELL HILLS PD,0,0,0,1,16,56,0,73,5457,2017,Bexar County
LEON VALLEY PD,0,8,22,37,78,530,62,737,11508,2017,Bexar County
OLMOS PARK PD,0,0,0,0,2,34,2,38,2448,2017,Bexar County
WINDCREST PD,1,4,8,6,19,345,30,413,5939,2017,Bexar County
SOMERSET PD,0,0,1,1,6,13,2,23,1836,2017,Bexar County
CASTLE HILLS PD,1,1,6,3,78,183,21,293,4533,2017,Bexar County
ALAMO COMM COLLEGE DIST PD,0,1,2,5,17,101,8,134,0,2017,Bexar County
TX A&M UNIV: SAN ANTONIO PD,0,0,0,0,0,9,0,9,0,2017,Bexar County
UNIV OF TX: SAN ANTONIO PD,0,6,2,1,5,117,4,135,0,2017,Bexar County
JUDSON ISD PD,0,0,0,0,1,97,1,99,0,2017,Bexar County
UNIVERSAL CITY PD,2,9,19,47,123,416,45,661,20668,2017,Bexar County
HELOTES PD,0,1,2,5,24,116,3,151,9011,2017,Bexar County
LIVE OAK PD,0,9,12,10,35,554,39,659,16214,2017,Bexar County
CONVERSE PD,3,7,21,148,88,326,48,641,23510,2017,Bexar County
UNIV OF TX: HSC - SAN ANTONIO PD,0,0,0,0,0,41,1,42,0,2017,Bexar County
EAST CENTRAL ISD PD (NR),0,0,0,6,1,9,0,16,0,2017,Bexar County
HOLLYWOOD PARK PD,0,0,1,0,16,61,5,83,3371,2017,Bexar County
FAIR OAKS RANCH PD,0,0,0,3,12,28,2,45,9042,2017,Bexar County
SHAVANO PARK PD,0,0,1,0,6,28,2,37,3801,2017,Bexar County
ALAMO HEIGHTS PD,0,0,1,13,25,152,5,196,8507,2017,Bexar County
HILL COUNTRY VILLAGE PD,0,0,0,0,9,34,2,45,1098,2017,Bexar County
JOHNSON CITY PD (NR),0,0,0,0,1,3,0,4,2068,2017,Blanco County
BLANCO PD,0,0,0,3,11,20,1,35,1989,2017,Blanco County
BLANCO CO SO,0,2,1,9,28,29,11,80,7478,2017,Blanco County
BORDEN CO SO,0,0,0,2,2,14,2,20,631,2017,Borden County
CLIFTON PD,0,0,0,4,13,24,4,45,3383,2017,Bosque County
BOSQUE CO SO,0,0,0,4,28,48,1,81,12021,2017,Bosque County
HOOKS PD,0,1,0,3,11,27,2,44,2734,2017,Bowie County
DE KALB PD (NR),0,0,2,1,11,15,4,33,1652,2017,Bowie County
TEXARKANA PD,3,31,86,358,311,1457,121,2367,37882,2017,Bowie County
BOWIE CO SO,2,31,7,81,142,246,50,559,38184,2017,Bowie County
WAKE VILLAGE PD,1,1,3,3,25,104,10,147,5448,2017,Bowie County
NEW BOSTON PD,0,0,3,7,15,132,9,166,4667,2017,Bowie County
NASH PD,0,3,2,3,32,37,6,83,3393,2017,Bowie County
OYSTER CREEK PD,0,0,1,14,13,27,3,58,1129,2017,Brazoria County
MANVEL PD,1,0,2,6,40,59,9,117,9756,2017,Brazoria County
SWEENY PD,0,2,0,13,13,77,2,107,3773,2017,Brazoria County
WEST COLUMBIA PD,0,7,1,21,8,43,2,82,3938,2017,Brazoria County
DANBURY PD (NR),0,0,0,1,1,0,0,2,1791,2017,Brazoria County
ALVIN COMM COLLEGE PD,0,0,0,0,0,5,0,5,0,2017,Brazoria County
ANGLETON ISD PD,0,2,0,7,2,25,0,36,0,2017,Brazoria County
SURFSIDE BEACH PD,0,0,0,1,4,17,0,22,575,2017,Brazoria County
COLUMBIA-BRAZORIA ISD PD,0,1,0,3,1,6,0,11,0,2017,Brazoria County
BRAZOSPORT ISD PD,0,0,0,25,1,40,1,67,0,2017,Brazoria County
ANGLETON PD,0,12,4,29,46,254,24,369,19596,2017,Brazoria County
PEARLAND PD,2,32,25,96,252,1448,97,1952,117869,2017,Brazoria County
ALVIN PD,1,21,13,14,83,342,60,534,26488,2017,Brazoria County
BRAZORIA CO SO,4,15,27,121,303,684,109,1263,120049,2017,Brazoria County
CLUTE PD,1,1,2,16,43,190,18,271,11649,2017,Brazoria County
ALVIN ISD PD,0,1,0,10,3,146,0,160,0,2017,Brazoria County
RICHWOOD PD,0,1,0,6,9,27,3,46,3965,2017,Brazoria County
BROOKSIDE VILLAGE PD (NR),0,0,0,0,0,0,0,0,1587,2017,Brazoria County
FREEPORT PD,0,4,6,27,43,186,12,278,12170,2017,Brazoria County
JONES CREEK PD (NR),0,0,0,1,4,9,1,15,2070,2017,Brazoria County
LAKE JACKSON PD,1,14,8,22,67,484,24,620,27647,2017,Brazoria County
BRAZORIA PD,0,0,2,4,11,42,5,64,3080,2017,Brazoria County
BRYAN PD,4,53,69,237,348,1557,123,2391,84438,2017,Brazos County
COLLEGE STATION PD,1,53,49,127,300,1887,117,2534,115357,2017,Brazos County
BRAZOS CO SO,1,8,1,27,73,220,15,345,24805,2017,Brazos County
TX A&M UNIV: COLLEGE STATION PD,0,10,1,8,31,347,12,409,0,2017,Brazos County
BREWSTER CO SO,1,2,0,8,4,8,3,26,3196,2017,Brewster County
SUL ROSS STATE UNIV PD,0,0,0,0,7,17,0,24,0,2017,Brewster County
ALPINE PD,0,1,0,11,33,24,7,76,5983,2017,Brewster County
BRISCOE CO SO,0,1,0,0,4,2,2,9,1448,2017,Briscoe County
FALFURRIAS PD,0,0,2,14,70,116,0,202,4928,2017,Brooks County
BROOKS CO SO,0,0,0,1,0,0,0,1,2280,2017,Brooks County
EARLY PD,0,5,0,9,13,51,2,80,3026,2017,Brown County
BROWNWOOD PD,1,20,9,51,96,554,22,753,19133,2017,Brown County
BROWN CO SO,0,0,2,18,49,90,10,169,14519,2017,Brown County
BANGS PD (NR),0,0,0,9,3,6,0,18,1579,2017,Brown County
CALDWELL PD,0,1,1,12,2,19,0,35,4362,2017,Burleson County
BURLESON CO SO,0,1,5,16,44,88,9,163,12042,2017,Burleson County
MARBLE FALLS PD,1,12,1,13,58,172,7,264,6358,2017,Burnet County
GRANITE SHOALS PD (NR),0,0,0,7,4,25,6,42,5153,2017,Burnet County
BURNET CO SO,0,19,3,24,72,117,24,259,25456,2017,Burnet County
HORSESHOE BAY PD,0,1,0,13,8,38,2,62,3732,2017,Burnet County
BURNET PD,0,6,2,16,26,60,9,119,6422,2017,Burnet County
LOCKHART PD,0,3,5,27,34,226,18,313,13662,2017,Caldwell County
MARTINDALE PD (NR),0,0,1,1,1,0,0,3,1255,2017,Caldwell County
LULING PD,2,6,3,24,13,81,12,141,5962,2017,Caldwell County
CALDWELL CO SO,0,0,4,22,55,108,20,209,20332,2017,Caldwell County
CALHOUN CO ISD PD,0,0,0,3,1,2,0,6,0,2017,Calhoun County
CALHOUN CO SO,0,2,0,18,31,63,10,124,7372,2017,Calhoun County
PORT LAVACA PD,1,18,3,64,72,140,23,321,12432,2017,Calhoun County
BAIRD MARSHAL’S OFFICE,0,2,0,6,3,12,4,27,1516,2017,Callahan County
CALLAHAN CO SO,0,0,1,8,12,23,7,51,8475,2017,Callahan County
CLYDE PD,0,2,0,3,33,36,2,76,3865,2017,Callahan County
CAMERON CO SO,3,53,12,113,307,589,50,1127,104705,2017,Cameron County
RANCHO VIEJO PD,0,0,0,1,5,12,0,18,2504,2017,Cameron County
PORT OF BROWNSVILLE PD,0,0,0,0,4,10,0,14,0,2017,Cameron County
BROWNSVILLE ISD PD,0,0,0,166,3,203,0,372,0,2017,Cameron County
PORT ISABEL PD,0,0,0,33,15,192,12,252,5017,2017,Cameron County
SOUTH PADRE ISLAND PD,0,16,8,28,33,369,14,468,2881,2017,Cameron County
LOS FRESNOS PD,0,7,1,37,26,172,5,248,6779,2017,Cameron County
SANTA ROSA PD (NR),0,0,0,0,4,10,2,16,2848,2017,Cameron County
BROWNSVILLE PD,5,79,133,259,661,4374,141,5652,185216,2017,Cameron County
LAGUNA VISTA PD,0,0,0,2,2,22,2,28,3207,2017,Cameron County
LA FERIA PD,0,0,2,40,27,131,6,206,7279,2017,Cameron County
SANTA ROSA ISD PD,0,0,0,0,0,0,0,0,0,2017,Cameron County
INDIAN LAKE PD (NR),0,0,0,0,2,3,0,5,657,2017,Cameron County
TSTC: HARLINGEN PD,0,1,0,0,0,15,0,16,0,2017,Cameron County
PALM VALLEY PD (NR),0,0,0,0,0,0,0,0,1288,2017,Cameron County
SAN BENITO PD,0,52,4,20,156,729,25,986,24503,2017,Cameron County
LOS INDIOS PD,0,0,0,4,3,5,0,12,1068,2017,Cameron County
HARLINGEN PD,0,18,32,183,523,2079,91,2926,65617,2017,Cameron County
RIO HONDO PD,0,0,0,2,9,23,2,36,2650,2017,Cameron County
COMBES PD,0,0,0,7,7,20,0,34,3079,2017,Cameron County
PRIMERA PD,0,0,0,2,3,29,1,35,4860,2017,Cameron County
PITTSBURG PD,0,3,3,13,38,94,5,156,4736,2017,Camp County
CAMP CO SO,2,0,1,1,41,58,13,116,8194,2017,Camp County
CARSON CO SO,0,1,0,8,8,16,1,34,3676,2017,Carson County
PANHANDLE PD,0,1,0,9,2,8,1,21,2358,2017,Carson County
HUGHES SPRINGS PD,0,0,0,6,2,5,0,13,1777,2017,Cass County
ATLANTA PD,0,5,2,25,54,124,5,215,5634,2017,Cass County
QUEEN CITY PD,0,1,2,5,3,12,2,25,1464,2017,Cass County
CASS CO SO,0,2,4,14,125,117,23,285,19096,2017,Cass County
LINDEN PD,0,0,0,5,13,30,4,52,1971,2017,Cass County
CASTRO CO SO,0,0,0,3,12,26,4,45,3427,2017,Castro County
DIMMITT PD,0,0,0,2,34,54,9,99,4164,2017,Castro County
CHAMBERS CO SO,0,19,16,58,130,437,0,660,30576,2017,Chambers County
MONT BELVIEU PD,0,7,0,4,17,107,17,152,5913,2017,Chambers County
BARBERS HILL ISD PD,0,0,0,1,0,7,0,8,0,2017,Chambers County
CUNEY PD,0,0,0,0,0,0,0,0,141,2017,Cherokee County
RUSK PD,0,1,1,9,19,62,2,94,5576,2017,Cherokee County
CHEROKEE CO SO,0,16,3,70,141,273,55,558,30947,2017,Cherokee County
JACKSONVILLE PD,1,8,9,87,100,271,16,492,14955,2017,Cherokee County
CHILDRESS CO SO,0,0,0,3,4,8,0,15,952,2017,Childress County
CLAY CO SO,0,5,2,9,43,75,19,153,10095,2017,Clay County
COCHRAN CO SO,0,0,0,5,0,1,2,8,2839,2017,Cochran County
COKE CO SO,0,0,0,1,0,1,1,3,3252,2017,Coke County
COLEMAN PD,0,0,0,21,20,19,1,61,4388,2017,Coleman County
SANTA ANNA PD,0,0,1,1,4,1,0,7,1037,2017,Coleman County
WYLIE PD,0,16,4,28,52,358,28,486,48772,2017,Collin County
CELINA PD,0,0,1,5,34,71,4,115,8388,2017,Collin County
COLLIN CO SO,1,33,2,62,110,248,25,481,49307,2017,Collin County
ALLEN PD,2,24,30,44,155,1061,52,1368,101779,2017,Collin County
PROSPER PD,1,3,3,7,67,155,7,243,20442,2017,Collin County
LAVON PD,0,1,0,1,1,17,0,20,3247,2017,Collin County
PARKER PD,0,1,0,2,10,8,4,25,4541,2017,Collin County
ANNA PD,1,0,1,3,21,112,11,149,12716,2017,Collin County
PLANO PD,20,83,119,221,729,3979,336,5487,290413,2017,Collin County
FARMERSVILLE ISD PD,0,0,0,0,0,0,0,0,0,2017,Collin County
FAIRVIEW PD,0,0,0,1,11,43,1,56,8547,2017,Collin County
MURPHY PD,0,4,0,2,11,113,3,133,20926,2017,Collin County
PRINCETON PD,1,8,1,24,17,179,5,235,9934,2017,Collin County
MELISSA PD,0,2,1,1,7,22,5,38,9270,2017,Collin County
JOSEPHINE PD,0,0,0,1,3,2,0,6,1328,2017,Collin County
MCKINNEY PD,2,56,68,150,299,1974,154,2703,179934,2017,Collin County
FARMERSVILLE PD,0,2,0,6,18,34,2,62,3425,2017,Collin County
FRISCO PD,1,39,35,97,309,2190,88,2759,172804,2017,Collin County
COLUMBUS PD,0,1,0,7,22,25,5,60,3621,2017,Colorado County
WEIMAR PD,0,3,0,3,6,10,4,26,2173,2017,Colorado County
EAGLE LAKE PD (NR),0,0,1,10,0,3,0,14,3722,2017,Colorado County
COLORADO CO SO,0,0,0,36,36,72,22,166,11504,2017,Colorado County
BULVERDE PD,0,1,0,2,17,122,0,142,5101,2017,Comal County
NEW BRAUNFELS PD,1,33,29,130,221,952,148,1514,76993,2017,Comal County
COMAL CO SO,4,47,7,95,199,420,49,821,64959,2017,Comal County
GARDEN RIDGE PD,0,1,0,2,8,39,0,50,4079,2017,Comal County
DE LEON PD,0,2,0,4,10,15,2,33,2166,2017,Comanche County
COMANCHE CO SO,0,0,0,2,17,48,1,68,7042,2017,Comanche County
COMANCHE PD,0,5,2,22,22,90,1,142,4186,2017,Comanche County
CONCHO CO SO,0,0,0,7,7,3,4,21,4306,2017,Concho County
OAK RIDGE PD (NR),0,0,0,0,0,0,0,0,194,2017,Cooke County
COOKE CO SO,0,3,0,45,67,69,15,199,22015,2017,Cooke County
GAINESVILLE PD,0,18,13,54,109,396,23,613,16372,2017,Cooke County
CORYELL CO SO,1,1,0,19,22,81,1,125,29705,2017,Coryell County
GATESVILLE PD,0,10,1,10,42,152,15,230,12504,2017,Coryell County
COPPERAS COVE PD,1,4,22,202,181,631,34,1075,32895,2017,Coryell County
COTTLE CO SO (NR),0,0,0,0,0,0,0,0,295,2017,Cottle County
PADUCAH PD (NR),0,0,0,3,1,1,0,5,1089,2017,Cottle County
CRANE CO SO,0,0,0,0,0,19,2,21,1116,2017,Crane County
CRANE PD,0,0,0,3,1,3,1,8,3790,2017,Crane County
CROCKETT CO SO,0,0,0,5,16,16,1,38,3666,2017,Crockett County
CROSBY CO SO,0,0,0,1,0,0,0,1,1202,2017,Crosby County
RALLS PD (NR),0,0,0,0,1,2,0,3,1898,2017,Crosby County
CROSBYTON PD (NR),0,0,0,0,5,0,0,5,1688,2017,Crosby County
CULBERSON CO SO (NR),0,0,0,0,0,0,0,0,2164,2017,Culberson County
DALHART PD,0,11,5,60,112,147,16,351,8366,2017,Dallam County
DALLAM CO SO,0,0,0,0,1,1,2,4,1545,2017,Dallam County
CEDAR HILL PD,1,23,41,49,153,1251,98,1616,48904,2017,Dallas County
UNIVERSITY PARK PD,0,5,4,2,38,257,19,325,25218,2017,Dallas County
IRVING PD,8,54,228,259,969,4467,711,6696,242062,2017,Dallas County
DESOTO PD,3,28,73,112,257,1009,158,1640,53163,2017,Dallas County
COPPELL PD,1,5,6,16,89,421,23,561,41809,2017,Dallas County
SOUTHERN METHODIST UNIV PD,0,4,0,3,5,110,4,126,0,2017,Dallas County
UNIV OF TX: SW MED SCHOOL PD,0,1,0,5,7,163,5,181,0,2017,Dallas County
BALCH SPRINGS PD,1,19,54,117,141,568,128,1028,25199,2017,Dallas County
WILMER PD,0,0,2,2,21,54,8,87,4069,2017,Dallas County
DALLAS CO SO,1,15,1,26,61,188,39,331,11175,2017,Dallas County
DUNCANVILLE PD,1,19,87,78,200,716,169,1270,39603,2017,Dallas County
LANCASTER PD,0,17,95,122,203,874,249,1560,39225,2017,Dallas County
CARROLLTON PD,2,36,61,67,463,1690,227,2546,135823,2017,Dallas County
RICHLAND COLLEGE PD (NR),0,0,0,0,1,9,0,10,0,2017,Dallas County
MOUNTAIN VIEW COLLEGE PD (NR),0,0,1,0,0,2,1,4,0,2017,Dallas County
FARMERS BRANCH PD,0,10,27,20,159,539,92,847,36186,2017,Dallas County
BAYLOR HEALTH CARE SYSTEM PD,0,0,2,0,15,297,13,327,0,2017,Dallas County
HUTCHINS PD,0,0,8,8,67,153,0,236,5693,2017,Dallas County
GLENN HEIGHTS PD,0,9,17,42,59,149,12,288,12509,2017,Dallas County
COCKRELL HILL PD,0,2,6,5,17,95,15,140,4294,2017,Dallas County
SEAGOVILLE PD,1,0,8,11,69,245,79,413,16290,2017,Dallas County
MESQUITE PD,6,74,244,292,773,3642,849,5880,144406,2017,Dallas County
HIGHLAND PARK PD,0,0,1,3,29,164,5,202,9248,2017,Dallas County
OVILLA PD,0,1,0,2,4,24,2,33,4060,2017,Dallas County
ROWLETT PD,1,23,23,96,137,888,71,1239,62998,2017,Dallas County
DALLAS PD,166,831,4377,4995,9874,24847,7913,53003,1338551,2017,Dallas County
DALLAS CO. HOSP DIST PD (NR),0,0,2,6,3,339,6,356,0,2017,Dallas County
UNIV OF TX: DALLAS PD,0,2,0,1,7,185,2,197,0,2017,Dallas County
GRAND PRAIRIE PD,2,136,174,261,582,3629,495,5279,193249,2017,Dallas County
BROOKHAVEN COLLEGE PD (NR),0,0,0,0,1,5,0,6,0,2017,Dallas County
ADDISON PD,0,22,16,57,111,565,97,868,15795,2017,Dallas County
SACHSE PD,0,9,1,2,44,222,21,299,25907,2017,Dallas County
GARLAND PD,8,129,319,292,1214,5140,810,7912,236243,2017,Dallas County
RICHARDSON PD,3,25,97,68,389,1717,189,2488,115824,2017,Dallas County
DAWSON CO SO,0,0,0,2,14,24,3,43,3394,2017,Dawson County
LAMESA PD,0,5,0,12,21,64,6,108,9469,2017,Dawson County
DEAF SMITH CO SO,0,4,0,2,10,37,8,61,3878,2017,Deaf Smith County
HEREFORD PD,0,3,5,50,69,263,24,414,14832,2017,Deaf Smith County
DELTA CO SO,0,0,0,2,13,10,1,26,5207,2017,Delta County
TROPHY CLUB PD,0,0,1,1,8,72,8,90,12999,2017,Denton County
DENTON CO SO,0,26,3,43,142,351,58,623,126745,2017,Denton County
AUBREY PD,0,0,3,1,7,3,3,17,3535,2017,Denton County
UNIV OF NORTH TEXAS PD,0,5,0,4,14,149,6,178,0,2017,Denton County
NORTHLAKE PD,0,0,2,2,8,51,7,70,2507,2017,Denton County
LEWISVILLE PD,3,54,70,158,349,1600,232,2466,106199,2017,Denton County
CORINTH PD,1,0,4,22,31,208,21,287,21297,2017,Denton County
PONDER PD,0,2,0,1,8,12,1,24,1602,2017,Denton County
HICKORY CREEK PD,0,2,1,3,6,66,6,84,4413,2017,Denton County
ROANOKE PD,0,0,3,7,14,119,11,154,8145,2017,Denton County
ARGYLE PD,1,0,1,1,3,23,2,31,4145,2017,Denton County
FLOWER MOUND PD,0,12,4,30,80,599,19,744,75101,2017,Denton County
LITTLE ELM PD,1,8,8,19,43,198,26,303,46097,2017,Denton County
LAKE DALLAS PD,0,3,1,19,30,75,4,132,8013,2017,Denton County
BARTONVILLE PD,0,2,0,0,1,9,2,14,1715,2017,Denton County
THE COLONY PD,1,61,9,44,84,374,42,615,43484,2017,Denton County
PILOT POINT PD,0,3,0,2,11,25,1,42,4313,2017,Denton County
DENTON PD,1,118,93,197,423,2374,298,3504,136836,2017,Denton County
HIGHLAND VILLAGE PD,0,0,0,11,11,151,5,178,16884,2017,Denton County
SANGER PD,2,4,0,12,22,57,5,102,8175,2017,Denton County
DOUBLE OAK PD,0,1,0,2,8,21,0,32,3116,2017,Denton County
TEXAS WOMAN'S UNIV PD,0,3,0,0,2,38,0,43,0,2017,Denton County
KRUGERVILLE PD,0,0,0,2,7,49,3,61,2981,2017,Denton County
YORKTOWN PD (CB) (NR),0,3,1,1,10,14,2,31,2177,2017,DeWitt County
DEWITT CO SO,0,11,0,8,26,51,10,106,8021,2017,DeWitt County
CUERO PD,0,10,0,99,87,139,9,344,8572,2017,DeWitt County
DICKENS CO SO (NR),0,0,0,1,1,1,0,3,965,2017,Dickens County
SPUR PD (NR),0,0,0,6,7,0,0,13,1177,2017,Dickens County
DIMMIT CO SO,0,0,1,16,21,98,6,142,10916,2017,Dimmit County
DONLEY CO SO,0,0,0,2,15,25,2,44,3350,2017,Donley County
FREER PD,0,3,0,9,18,20,3,53,2739,2017,Duval County
SAN DIEGO PD,0,0,2,4,5,1,0,12,4369,2017,Duval County
CISCO PD,0,1,0,9,10,26,11,57,3788,2017,Eastland County
CISCO COLLEGE PD,0,1,0,0,0,8,0,9,0,2017,Eastland County
EASTLAND CO SO,0,2,0,0,12,21,2,37,6226,2017,Eastland County
RANGER PD,0,2,0,22,14,18,3,59,2454,2017,Eastland County
EASTLAND PD,0,5,0,3,19,78,1,106,3878,2017,Eastland County
GORMAN PD (NR),0,0,0,0,0,4,1,5,1024,2017,Eastland County
ECTOR CO SO,5,8,22,56,289,1022,194,1596,41868,2017,Ector County
ODESSA PD,7,78,101,726,560,2386,273,4131,121194,2017,Ector County
ECTOR CO ISD PD,0,0,0,90,13,36,2,141,0,2017,Ector County
UNIV OF TX: PERMIAN BASIN PD,0,0,0,1,6,8,1,16,0,2017,Ector County
EDWARDS CO SO,0,0,0,0,9,16,1,26,1895,2017,Edwards County
WAXAHACHIE PD,3,3,19,26,80,599,70,800,35169,2017,Ellis County
PALMER PD,0,0,0,3,4,22,5,34,2081,2017,Ellis County
